t_s,mode,power_mw
2623.8005,idle_listen,45.0
2623.9,infer,180.0
2623.9005,idle_listen,45.0
2624.0,infer,180.0
2624.0005,idle_listen,45.0
2624.1,infer,180.0
2624.1005,idle_listen,45.0
2624.2,infer,180.0
2624.2005,idle_listen,45.0
2624.3,infer,180.0
2624.3005,idle_listen,45.0
2624.4,infer,180.0
2624.4005,idle_listen,45.0
2624.5,infer,180.0
2624.5005,idle_listen,45.0
2624.6,infer,180.0
2624.6005,idle_listen,45.0
2624.7,infer,180.0
2624.7005,idle_listen,45.0
2624.8,infer,180.0
2624.8005,idle_listen,45.0
2624.9,infer,180.0
2624.9005,idle_listen,45.0
2625.0,infer,180.0
2625.0005,idle_listen,45.0
2625.1,infer,180.0
2625.1005,idle_listen,45.0
2625.2,infer,180.0
2625.2005,idle_listen,45.0
2625.3,infer,180.0
2625.3005,idle_listen,45.0
2625.4,infer,180.0
2625.4005,idle_listen,45.0
2625.5,infer,180.0
2625.5005,idle_listen,45.0
2625.6,infer,180.0
2625.6005,idle_listen,45.0
2625.7,infer,180.0
2625.7005,idle_listen,45.0
2625.8,infer,180.0
2625.8005,idle_listen,45.0
2625.9,infer,180.0
2625.9005,idle_listen,45.0
2626.0,infer,180.0
2626.0005,idle_listen,45.0
2626.1,infer,180.0
2626.1005,idle_listen,45.0
2626.2,infer,180.0
2626.2005,idle_listen,45.0
2626.3,infer,180.0
2626.3005,idle_listen,45.0
2626.4,infer,180.0
2626.4005,idle_listen,45.0
2626.5,infer,180.0
2626.5005,idle_listen,45.0
2626.6,infer,180.0
2626.6005,idle_listen,45.0
2626.7,infer,180.0
2626.7005,idle_listen,45.0
2626.8,infer,180.0
2626.8005,idle_listen,45.0
2626.9,infer,180.0
2626.9005,idle_listen,45.0
2627.0,infer,180.0
2627.0005,idle_listen,45.0
2627.1,infer,180.0
2627.1005,idle_listen,45.0
2627.2,infer,180.0
2627.2005,idle_listen,45.0
2627.3,infer,180.0
2627.3005,idle_listen,45.0
2627.4,infer,180.0
2627.4005,idle_listen,45.0
2627.5,infer,180.0
2627.5005,idle_listen,45.0
2627.6,infer,180.0
2627.6005,idle_listen,45.0
2627.7,infer,180.0
2627.7005,idle_listen,45.0
2627.8,infer,180.0
2627.8005,idle_listen,45.0
2627.9,infer,180.0
2627.9005,idle_listen,45.0
2628.0,infer,180.0
2628.0005,idle_listen,45.0
2628.1,infer,180.0
2628.1005,idle_listen,45.0
2628.2,infer,180.0
2628.2005,idle_listen,45.0
2628.3,infer,180.0
2628.3005,idle_listen,45.0
2628.4,infer,180.0
2628.4005,idle_listen,45.0
2628.5,infer,180.0
2628.5005,idle_listen,45.0
2628.6,infer,180.0
2628.6005,idle_listen,45.0
2628.7,infer,180.0
2628.7005,idle_listen,45.0
2628.8,infer,180.0
2628.8005,idle_listen,45.0
2628.9,infer,180.0
2628.9005,idle_listen,45.0
2629.0,infer,180.0
2629.0005,idle_listen,45.0
2629.1,infer,180.0
2629.1005,idle_listen,45.0
2629.2,infer,180.0
2629.2005,idle_listen,45.0
2629.3,infer,180.0
2629.3005,idle_listen,45.0
2629.4,infer,180.0
2629.4005,idle_listen,45.0
2629.5,infer,180.0
2629.5005,idle_listen,45.0
2629.6,infer,180.0
2629.6005,idle_listen,45.0
2629.7,infer,180.0
2629.7005,idle_listen,45.0
2629.8,infer,180.0
2629.8005,idle_listen,45.0
2629.9,infer,180.0
2629.9005,idle_listen,45.0
2630.0,infer,180.0
2630.0005,idle_listen,45.0
2630.1,infer,180.0
2630.1005,idle_listen,45.0
2630.2,infer,180.0
2630.2005,idle_listen,45.0
2630.3,infer,180.0
2630.3005,idle_listen,45.0
2630.4,infer,180.0
2630.4005,idle_listen,45.0
2630.5,infer,180.0
2630.5005,idle_listen,45.0
2630.6,infer,180.0
2630.6005,idle_listen,45.0
2630.7,infer,180.0
2630.7005,idle_listen,45.0
2630.8,infer,180.0
2630.8005,idle_listen,45.0
2630.9,infer,180.0
2630.9005,idle_listen,45.0
2631.0,infer,180.0
2631.0005,idle_listen,45.0
2631.1,infer,180.0
2631.1005,idle_listen,45.0
2631.2,infer,180.0
2631.2005,idle_listen,45.0
2631.3,infer,180.0
2631.3005,idle_listen,45.0
2631.4,infer,180.0
2631.4005,idle_listen,45.0
2631.5,infer,180.0
2631.5005,idle_listen,45.0
2631.6,infer,180.0
2631.6005,idle_listen,45.0
2631.7,infer,180.0
2631.7005,idle_listen,45.0
2631.8,infer,180.0
2631.8005,idle_listen,45.0
2631.9,infer,180.0
2631.9005,idle_listen,45.0
2632.0,infer,180.0
2632.0005,idle_listen,45.0
2632.1,infer,180.0
2632.1005,idle_listen,45.0
2632.2,infer,180.0
2632.2005,idle_listen,45.0
2632.3,infer,180.0
2632.3005,idle_listen,45.0
2632.4,infer,180.0
2632.4005,idle_listen,45.0
2632.5,infer,180.0
2632.5005,idle_listen,45.0
2632.6,infer,180.0
2632.6005,idle_listen,45.0
2632.7,infer,180.0
2632.7005,idle_listen,45.0
2632.8,infer,180.0
2632.8005,idle_listen,45.0
2632.9,infer,180.0
2632.9005,idle_listen,45.0
2633.0,infer,180.0
2633.0005,idle_listen,45.0
2633.1,infer,180.0
2633.1005,idle_listen,45.0
2633.2,infer,180.0
2633.2005,idle_listen,45.0
2633.3,infer,180.0
2633.3005,idle_listen,45.0
2633.4,infer,180.0
2633.4005,idle_listen,45.0
2633.5,infer,180.0
2633.5005,idle_listen,45.0
2633.6,infer,180.0
2633.6005,idle_listen,45.0
2633.7,infer,180.0
2633.7005,idle_listen,45.0
2633.8,infer,180.0
2633.8005,idle_listen,45.0
2633.9,infer,180.0
2633.9005,idle_listen,45.0
2634.0,infer,180.0
2634.0005,idle_listen,45.0
2634.1,infer,180.0
2634.1005,idle_listen,45.0
2634.2,infer,180.0
2634.2005,idle_listen,45.0
2634.3,infer,180.0
2634.3005,idle_listen,45.0
2634.4,infer,180.0
2634.4005,idle_listen,45.0
2634.5,infer,180.0
2634.5005,idle_listen,45.0
2634.6,infer,180.0
2634.6005,idle_listen,45.0
2634.7,infer,180.0
2634.7005,idle_listen,45.0
2634.8,infer,180.0
2634.8005,idle_listen,45.0
2634.9,infer,180.0
2634.9005,idle_listen,45.0
2635.0,infer,180.0
2635.0005,idle_listen,45.0
2635.1,infer,180.0
2635.1005,idle_listen,45.0
2635.2,infer,180.0
2635.2005,idle_listen,45.0
2635.3,infer,180.0
2635.3005,idle_listen,45.0
2635.4,infer,180.0
2635.4005,idle_listen,45.0
2635.5,infer,180.0
2635.5005,idle_listen,45.0
2635.6,infer,180.0
2635.6005,idle_listen,45.0
2635.7,infer,180.0
2635.7005,idle_listen,45.0
2635.8,infer,180.0
2635.8005,idle_listen,45.0
2635.9,infer,180.0
2635.9005,idle_listen,45.0
2636.0,infer,180.0
2636.0005,idle_listen,45.0
2636.1,infer,180.0
2636.1005,idle_listen,45.0
2636.2,infer,180.0
2636.2005,idle_listen,45.0
2636.3,infer,180.0
2636.3005,idle_listen,45.0
2636.4,infer,180.0
2636.4005,idle_listen,45.0
2636.5,infer,180.0
2636.5005,idle_listen,45.0
2636.6,infer,180.0
2636.6005,idle_listen,45.0
2636.7,infer,180.0
2636.7005,idle_listen,45.0
2636.8,infer,180.0
2636.8005,idle_listen,45.0
2636.9,infer,180.0
2636.9005,idle_listen,45.0
2637.0,infer,180.0
2637.0005,idle_listen,45.0
2637.1,infer,180.0
2637.1005,idle_listen,45.0
2637.2,infer,180.0
2637.2005,idle_listen,45.0
2637.3,infer,180.0
2637.3005,idle_listen,45.0
2637.4,infer,180.0
2637.4005,idle_listen,45.0
2637.5,infer,180.0
2637.5005,idle_listen,45.0
2637.6,infer,180.0
2637.6005,idle_listen,45.0
2637.7,infer,180.0
2637.7005,idle_listen,45.0
2637.8,infer,180.0
2637.8005,idle_listen,45.0
2637.9,infer,180.0
2637.9005,idle_listen,45.0
2638.0,infer,180.0
2638.0005,idle_listen,45.0
2638.1,infer,180.0
2638.1005,idle_listen,45.0
2638.2,infer,180.0
2638.2005,idle_listen,45.0
2638.3,infer,180.0
2638.3005,idle_listen,45.0
2638.4,infer,180.0
2638.4005,idle_listen,45.0
2638.5,infer,180.0
2638.5005,idle_listen,45.0
2638.6,infer,180.0
2638.6005,idle_listen,45.0
2638.7,infer,180.0
2638.7005,idle_listen,45.0
2638.8,infer,180.0
2638.8005,idle_listen,45.0
2638.9,infer,180.0
2638.9005,idle_listen,45.0
2639.0,infer,180.0
2639.0005,idle_listen,45.0
2639.1,infer,180.0
2639.1005,idle_listen,45.0
2639.2,infer,180.0
2639.2005,idle_listen,45.0
2639.3,infer,180.0
2639.3005,idle_listen,45.0
2639.4,infer,180.0
2639.4005,idle_listen,45.0
2639.5,infer,180.0
2639.5005,idle_listen,45.0
2639.6,infer,180.0
2639.6005,idle_listen,45.0
2639.7,infer,180.0
2639.7005,idle_listen,45.0
2639.8,infer,180.0
2639.8005,idle_listen,45.0
2639.9,infer,180.0
2639.9005,idle_listen,45.0
2640.0,infer,180.0
2640.0005,idle_listen,45.0
2640.1,infer,180.0
2640.1005,idle_listen,45.0
2640.2,infer,180.0
2640.2005,idle_listen,45.0
2640.3,infer,180.0
2640.3005,idle_listen,45.0
2640.4,infer,180.0
2640.4005,idle_listen,45.0
2640.5,infer,180.0
2640.5005,idle_listen,45.0
2640.6,infer,180.0
2640.6005,idle_listen,45.0
2640.7,infer,180.0
2640.7005,idle_listen,45.0
2640.8,infer,180.0
2640.8005,idle_listen,45.0
2640.9,infer,180.0
2640.9005,idle_listen,45.0
2641.0,infer,180.0
2641.0005,idle_listen,45.0
2641.1,infer,180.0
2641.1005,idle_listen,45.0
2641.2,infer,180.0
2641.2005,idle_listen,45.0
2641.3,infer,180.0
2641.3005,idle_listen,45.0
2641.4,infer,180.0
2641.4005,idle_listen,45.0
2641.5,infer,180.0
2641.5005,idle_listen,45.0
2641.6,infer,180.0
2641.6005,idle_listen,45.0
2641.7,infer,180.0
2641.7005,idle_listen,45.0
2641.8,infer,180.0
2641.8005,idle_listen,45.0
2641.9,infer,180.0
2641.9005,idle_listen,45.0
2642.0,infer,180.0
2642.0005,idle_listen,45.0
2642.1,infer,180.0
2642.1005,idle_listen,45.0
2642.2,infer,180.0
2642.2005,idle_listen,45.0
2642.3,infer,180.0
2642.3005,idle_listen,45.0
2642.4,infer,180.0
2642.4005,idle_listen,45.0
2642.5,infer,180.0
2642.5005,idle_listen,45.0
2642.6,infer,180.0
2642.6005,idle_listen,45.0
2642.7,infer,180.0
2642.7005,idle_listen,45.0
2642.8,infer,180.0
2642.8005,idle_listen,45.0
2642.9,infer,180.0
2642.9005,idle_listen,45.0
2643.0,infer,180.0
2643.0005,idle_listen,45.0
2643.1,infer,180.0
2643.1005,idle_listen,45.0
2643.2,infer,180.0
2643.2005,idle_listen,45.0
2643.3,infer,180.0
2643.3005,idle_listen,45.0
2643.4,infer,180.0
2643.4005,idle_listen,45.0
2643.5,infer,180.0
2643.5005,idle_listen,45.0
2643.6,infer,180.0
2643.6005,idle_listen,45.0
2643.7,infer,180.0
2643.7005,idle_listen,45.0
2643.8,infer,180.0
2643.8005,idle_listen,45.0
2643.9,infer,180.0
2643.9005,idle_listen,45.0
2644.0,infer,180.0
2644.0005,idle_listen,45.0
2644.1,infer,180.0
2644.1005,idle_listen,45.0
2644.2,infer,180.0
2644.2005,idle_listen,45.0
2644.3,infer,180.0
2644.3005,idle_listen,45.0
2644.4,infer,180.0
2644.4005,idle_listen,45.0
2644.5,infer,180.0
2644.5005,idle_listen,45.0
2644.6,infer,180.0
2644.6005,idle_listen,45.0
2644.7,infer,180.0
2644.7005,idle_listen,45.0
2644.8,infer,180.0
2644.8005,idle_listen,45.0
2644.9,infer,180.0
2644.9005,idle_listen,45.0
2645.0,infer,180.0
2645.0005,idle_listen,45.0
2645.1,infer,180.0
2645.1005,idle_listen,45.0
2645.2,infer,180.0
2645.2005,idle_listen,45.0
2645.3,infer,180.0
2645.3005,idle_listen,45.0
2645.4,infer,180.0
2645.4005,idle_listen,45.0
2645.5,infer,180.0
2645.5005,idle_listen,45.0
2645.6,infer,180.0
2645.6005,idle_listen,45.0
2645.7,infer,180.0
2645.7005,idle_listen,45.0
2645.8,infer,180.0
2645.8005,idle_listen,45.0
2645.9,infer,180.0
2645.9005,idle_listen,45.0
2646.0,infer,180.0
2646.0005,idle_listen,45.0
2646.1,infer,180.0
2646.1005,idle_listen,45.0
2646.2,infer,180.0
2646.2005,idle_listen,45.0
2646.3,infer,180.0
2646.3005,idle_listen,45.0
2646.4,infer,180.0
2646.4005,idle_listen,45.0
2646.5,infer,180.0
2646.5005,idle_listen,45.0
2646.6,infer,180.0
2646.6005,idle_listen,45.0
2646.7,infer,180.0
2646.7005,idle_listen,45.0
2646.8,infer,180.0
2646.8005,idle_listen,45.0
2646.9,infer,180.0
2646.9005,idle_listen,45.0
2647.0,infer,180.0
2647.0005,idle_listen,45.0
2647.1,infer,180.0
2647.1005,idle_listen,45.0
2647.2,infer,180.0
2647.2005,idle_listen,45.0
2647.3,infer,180.0
2647.3005,idle_listen,45.0
2647.4,infer,180.0
2647.4005,idle_listen,45.0
2647.5,infer,180.0
2647.5005,idle_listen,45.0
2647.6,infer,180.0
2647.6005,idle_listen,45.0
2647.7,infer,180.0
2647.7005,idle_listen,45.0
2647.8,infer,180.0
2647.8005,idle_listen,45.0
2647.9,infer,180.0
2647.9005,idle_listen,45.0
2648.0,infer,180.0
2648.0005,idle_listen,45.0
2648.1,infer,180.0
2648.1005,idle_listen,45.0
2648.2,infer,180.0
2648.2005,idle_listen,45.0
2648.3,infer,180.0
2648.3005,idle_listen,45.0
2648.4,infer,180.0
2648.4005,idle_listen,45.0
2648.5,infer,180.0
2648.5005,idle_listen,45.0
2648.6,infer,180.0
2648.6005,idle_listen,45.0
2648.7,infer,180.0
2648.7005,idle_listen,45.0
2648.8,infer,180.0
2648.8005,idle_listen,45.0
2648.9,infer,180.0
2648.9005,idle_listen,45.0
2649.0,infer,180.0
2649.0005,idle_listen,45.0
2649.1,infer,180.0
2649.1005,idle_listen,45.0
2649.2,infer,180.0
2649.2005,idle_listen,45.0
2649.3,infer,180.0
2649.3005,idle_listen,45.0
2649.4,infer,180.0
2649.4005,idle_listen,45.0
2649.5,infer,180.0
2649.5005,idle_listen,45.0
2649.6,infer,180.0
2649.6005,idle_listen,45.0
2649.7,infer,180.0
2649.7005,idle_listen,45.0
2649.8,infer,180.0
2649.8005,idle_listen,45.0
2649.9,infer,180.0
2649.9005,idle_listen,45.0
2650.0,infer,180.0
2650.0005,idle_listen,45.0
2650.1,infer,180.0
2650.1005,idle_listen,45.0
2650.2,infer,180.0
2650.2005,idle_listen,45.0
2650.3,infer,180.0
2650.3005,idle_listen,45.0
2650.4,infer,180.0
2650.4005,idle_listen,45.0
2650.5,infer,180.0
2650.5005,idle_listen,45.0
2650.6,infer,180.0
2650.6005,idle_listen,45.0
2650.7,infer,180.0
2650.7005,idle_listen,45.0
2650.8,infer,180.0
2650.8005,idle_listen,45.0
2650.9,infer,180.0
2650.9005,idle_listen,45.0
2651.0,infer,180.0
2651.0005,idle_listen,45.0
2651.1,infer,180.0
2651.1005,idle_listen,45.0
2651.2,infer,180.0
2651.2005,idle_listen,45.0
2651.3,infer,180.0
2651.3005,idle_listen,45.0
2651.4,infer,180.0
2651.4005,idle_listen,45.0
2651.5,infer,180.0
2651.5005,idle_listen,45.0
2651.6,infer,180.0
2651.6005,idle_listen,45.0
2651.7,infer,180.0
2651.7005,idle_listen,45.0
2651.8,infer,180.0
2651.8005,idle_listen,45.0
2651.9,infer,180.0
2651.9005,idle_listen,45.0
2652.0,infer,180.0
2652.0005,idle_listen,45.0
2652.1,infer,180.0
2652.1005,idle_listen,45.0
2652.2,infer,180.0
2652.2005,idle_listen,45.0
2652.3,infer,180.0
2652.3005,idle_listen,45.0
2652.4,infer,180.0
2652.4005,idle_listen,45.0
2652.5,infer,180.0
2652.5005,idle_listen,45.0
2652.6,infer,180.0
2652.6005,idle_listen,45.0
2652.7,infer,180.0
2652.7005,idle_listen,45.0
2652.8,infer,180.0
2652.8005,idle_listen,45.0
2652.9,infer,180.0
2652.9005,idle_listen,45.0
2653.0,infer,180.0
2653.0005,idle_listen,45.0
2653.1,infer,180.0
2653.1005,idle_listen,45.0
2653.2,infer,180.0
2653.2005,idle_listen,45.0
2653.3,infer,180.0
2653.3005,idle_listen,45.0
2653.4,infer,180.0
2653.4005,idle_listen,45.0
2653.5,infer,180.0
2653.5005,idle_listen,45.0
2653.6,infer,180.0
2653.6005,idle_listen,45.0
2653.7,infer,180.0
2653.7005,idle_listen,45.0
2653.8,infer,180.0
2653.8005,idle_listen,45.0
2653.9,infer,180.0
2653.9005,idle_listen,45.0
2654.0,infer,180.0
2654.0005,idle_listen,45.0
2654.1,infer,180.0
2654.1005,idle_listen,45.0
2654.2,infer,180.0
2654.2005,idle_listen,45.0
2654.3,infer,180.0
2654.3005,idle_listen,45.0
2654.4,infer,180.0
2654.4005,idle_listen,45.0
2654.5,infer,180.0
2654.5005,idle_listen,45.0
2654.6,infer,180.0
2654.6005,idle_listen,45.0
2654.7,infer,180.0
2654.7005,idle_listen,45.0
2654.8,infer,180.0
2654.8005,idle_listen,45.0
2654.9,infer,180.0
2654.9005,idle_listen,45.0
2655.0,infer,180.0
2655.0005,idle_listen,45.0
2655.1,infer,180.0
2655.1005,idle_listen,45.0
2655.2,infer,180.0
2655.2005,idle_listen,45.0
2655.3,infer,180.0
2655.3005,idle_listen,45.0
2655.4,infer,180.0
2655.4005,idle_listen,45.0
2655.5,infer,180.0
2655.5005,idle_listen,45.0
2655.6,infer,180.0
2655.6005,idle_listen,45.0
2655.7,infer,180.0
2655.7005,idle_listen,45.0
2655.8,infer,180.0
2655.8005,idle_listen,45.0
2655.9,infer,180.0
2655.9005,idle_listen,45.0
2656.0,infer,180.0
2656.0005,idle_listen,45.0
2656.1,infer,180.0
2656.1005,idle_listen,45.0
2656.2,infer,180.0
2656.2005,idle_listen,45.0
2656.3,infer,180.0
2656.3005,idle_listen,45.0
2656.4,infer,180.0
2656.4005,idle_listen,45.0
2656.5,infer,180.0
2656.5005,idle_listen,45.0
2656.6,infer,180.0
2656.6005,idle_listen,45.0
2656.7,infer,180.0
2656.7005,idle_listen,45.0
2656.8,infer,180.0
2656.8005,idle_listen,45.0
2656.9,infer,180.0
2656.9005,idle_listen,45.0
2657.0,infer,180.0
2657.0005,idle_listen,45.0
2657.1,infer,180.0
2657.1005,idle_listen,45.0
2657.2,infer,180.0
2657.2005,idle_listen,45.0
2657.3,infer,180.0
2657.3005,idle_listen,45.0
2657.4,infer,180.0
2657.4005,idle_listen,45.0
2657.5,infer,180.0
2657.5005,idle_listen,45.0
2657.6,infer,180.0
2657.6005,idle_listen,45.0
2657.7,infer,180.0
2657.7005,idle_listen,45.0
2657.8,infer,180.0
2657.8005,idle_listen,45.0
2657.9,infer,180.0
2657.9005,idle_listen,45.0
2658.0,infer,180.0
2658.0005,idle_listen,45.0
2658.1,infer,180.0
2658.1005,idle_listen,45.0
2658.2,infer,180.0
2658.2005,idle_listen,45.0
2658.3,infer,180.0
2658.3005,idle_listen,45.0
2658.4,infer,180.0
2658.4005,idle_listen,45.0
2658.5,infer,180.0
2658.5005,idle_listen,45.0
2658.6,infer,180.0
2658.6005,idle_listen,45.0
2658.7,infer,180.0
2658.7005,idle_listen,45.0
2658.8,infer,180.0
2658.8005,idle_listen,45.0
2658.9,infer,180.0
2658.9005,idle_listen,45.0
2659.0,infer,180.0
2659.0005,idle_listen,45.0
2659.1,infer,180.0
2659.1005,idle_listen,45.0
2659.2,infer,180.0
2659.2005,idle_listen,45.0
2659.3,infer,180.0
2659.3005,idle_listen,45.0
2659.4,infer,180.0
2659.4005,idle_listen,45.0
2659.5,infer,180.0
2659.5005,idle_listen,45.0
2659.6,infer,180.0
2659.6005,idle_listen,45.0
2659.7,infer,180.0
2659.7005,idle_listen,45.0
2659.8,infer,180.0
2659.8005,idle_listen,45.0
2659.9,infer,180.0
2659.9005,idle_listen,45.0
2660.0,infer,180.0
2660.0005,idle_listen,45.0
2660.1,infer,180.0
2660.1005,idle_listen,45.0
2660.2,infer,180.0
2660.2005,idle_listen,45.0
2660.3,infer,180.0
2660.3005,idle_listen,45.0
2660.4,infer,180.0
2660.4005,idle_listen,45.0
2660.5,infer,180.0
2660.5005,idle_listen,45.0
2660.6,infer,180.0
2660.6005,idle_listen,45.0
2660.7,infer,180.0
2660.7005,idle_listen,45.0
2660.8,infer,180.0
2660.8005,idle_listen,45.0
2660.9,infer,180.0
2660.9005,idle_listen,45.0
2661.0,infer,180.0
2661.0005,idle_listen,45.0
2661.1,infer,180.0
2661.1005,idle_listen,45.0
2661.2,infer,180.0
2661.2005,idle_listen,45.0
2661.3,infer,180.0
2661.3005,idle_listen,45.0
2661.4,infer,180.0
2661.4005,idle_listen,45.0
2661.5,infer,180.0
2661.5005,idle_listen,45.0
2661.6,infer,180.0
2661.6005,idle_listen,45.0
2661.7,infer,180.0
2661.7005,idle_listen,45.0
2661.8,infer,180.0
2661.8005,idle_listen,45.0
2661.9,infer,180.0
2661.9005,idle_listen,45.0
2662.0,infer,180.0
2662.0005,idle_listen,45.0
2662.1,infer,180.0
2662.1005,idle_listen,45.0
2662.2,infer,180.0
2662.2005,idle_listen,45.0
2662.3,infer,180.0
2662.3005,idle_listen,45.0
2662.4,infer,180.0
2662.4005,idle_listen,45.0
2662.5,infer,180.0
2662.5005,idle_listen,45.0
2662.6,infer,180.0
2662.6005,idle_listen,45.0
2662.7,infer,180.0
2662.7005,idle_listen,45.0
2662.8,infer,180.0
2662.8005,idle_listen,45.0
2662.9,infer,180.0
2662.9005,idle_listen,45.0
2663.0,infer,180.0
2663.0005,idle_listen,45.0
2663.1,infer,180.0
2663.1005,idle_listen,45.0
2663.2,infer,180.0
2663.2005,idle_listen,45.0
2663.3,infer,180.0
2663.3005,idle_listen,45.0
2663.4,infer,180.0
2663.4005,idle_listen,45.0
2663.5,infer,180.0
2663.5005,idle_listen,45.0
2663.6,infer,180.0
2663.6005,idle_listen,45.0
2663.7,infer,180.0
2663.7005,idle_listen,45.0
2663.8,infer,180.0
2663.8005,idle_listen,45.0
2663.9,infer,180.0
2663.9005,idle_listen,45.0
2664.0,infer,180.0
2664.0005,idle_listen,45.0
2664.1,infer,180.0
2664.1005,idle_listen,45.0
2664.2,infer,180.0
2664.2005,idle_listen,45.0
2664.3,infer,180.0
2664.3005,idle_listen,45.0
2664.4,infer,180.0
2664.4005,idle_listen,45.0
2664.5,infer,180.0
2664.5005,idle_listen,45.0
2664.6,infer,180.0
2664.6005,idle_listen,45.0
2664.7,infer,180.0
2664.7005,idle_listen,45.0
2664.8,infer,180.0
2664.8005,idle_listen,45.0
2664.9,infer,180.0
2664.9005,idle_listen,45.0
2665.0,infer,180.0
2665.0005,idle_listen,45.0
2665.1,infer,180.0
2665.1005,idle_listen,45.0
2665.2,infer,180.0
2665.2005,idle_listen,45.0
2665.3,infer,180.0
2665.3005,idle_listen,45.0
2665.4,infer,180.0
2665.4005,idle_listen,45.0
2665.5,infer,180.0
2665.5005,idle_listen,45.0
2665.6,infer,180.0
2665.6005,idle_listen,45.0
2665.7,infer,180.0
2665.7005,idle_listen,45.0
2665.8,infer,180.0
2665.8005,idle_listen,45.0
2665.9,infer,180.0
2665.9005,idle_listen,45.0
2666.0,infer,180.0
2666.0005,idle_listen,45.0
2666.1,infer,180.0
2666.1005,idle_listen,45.0
2666.2,infer,180.0
2666.2005,idle_listen,45.0
2666.3,infer,180.0
2666.3005,idle_listen,45.0
2666.4,infer,180.0
2666.4005,idle_listen,45.0
2666.5,infer,180.0
2666.5005,idle_listen,45.0
2666.6,infer,180.0
2666.6005,idle_listen,45.0
2666.7,infer,180.0
2666.7005,idle_listen,45.0
2666.8,infer,180.0
2666.8005,idle_listen,45.0
2666.9,infer,180.0
2666.9005,idle_listen,45.0
2667.0,infer,180.0
2667.0005,idle_listen,45.0
2667.1,infer,180.0
2667.1005,idle_listen,45.0
2667.2,infer,180.0
2667.2005,idle_listen,45.0
2667.3,infer,180.0
2667.3005,idle_listen,45.0
2667.4,infer,180.0
2667.4005,idle_listen,45.0
2667.5,infer,180.0
2667.5005,idle_listen,45.0
2667.6,infer,180.0
2667.6005,idle_listen,45.0
2667.7,infer,180.0
2667.7005,idle_listen,45.0
2667.8,infer,180.0
2667.8005,idle_listen,45.0
2667.9,infer,180.0
2667.9005,idle_listen,45.0
2668.0,infer,180.0
2668.0005,idle_listen,45.0
2668.1,infer,180.0
2668.1005,idle_listen,45.0
2668.2,infer,180.0
2668.2005,idle_listen,45.0
2668.3,infer,180.0
2668.3005,idle_listen,45.0
2668.4,infer,180.0
2668.4005,idle_listen,45.0
2668.5,infer,180.0
2668.5005,idle_listen,45.0
2668.6,infer,180.0
2668.6005,idle_listen,45.0
2668.7,infer,180.0
2668.7005,idle_listen,45.0
2668.8,infer,180.0
2668.8005,idle_listen,45.0
2668.9,infer,180.0
2668.9005,idle_listen,45.0
2669.0,infer,180.0
2669.0005,idle_listen,45.0
2669.1,infer,180.0
2669.1005,idle_listen,45.0
2669.2,infer,180.0
2669.2005,idle_listen,45.0
2669.3,infer,180.0
2669.3005,idle_listen,45.0
2669.4,infer,180.0
2669.4005,idle_listen,45.0
2669.5,infer,180.0
2669.5005,idle_listen,45.0
2669.6,infer,180.0
2669.6005,idle_listen,45.0
2669.7,infer,180.0
2669.7005,idle_listen,45.0
2669.8,infer,180.0
2669.8005,idle_listen,45.0
2669.9,infer,180.0
2669.9005,idle_listen,45.0
2670.0,infer,180.0
2670.0005,idle_listen,45.0
2670.1,infer,180.0
2670.1005,idle_listen,45.0
2670.2,infer,180.0
2670.2005,idle_listen,45.0
2670.3,infer,180.0
2670.3005,idle_listen,45.0
2670.4,infer,180.0
2670.4005,idle_listen,45.0
2670.5,infer,180.0
2670.5005,idle_listen,45.0
2670.6,infer,180.0
2670.6005,idle_listen,45.0
2670.7,infer,180.0
2670.7005,idle_listen,45.0
2670.8,infer,180.0
2670.8005,idle_listen,45.0
2670.9,infer,180.0
2670.9005,idle_listen,45.0
2671.0,infer,180.0
2671.0005,idle_listen,45.0
2671.1,infer,180.0
2671.1005,idle_listen,45.0
2671.2,infer,180.0
2671.2005,idle_listen,45.0
2671.3,infer,180.0
2671.3005,idle_listen,45.0
2671.4,infer,180.0
2671.4005,idle_listen,45.0
2671.5,infer,180.0
2671.5005,idle_listen,45.0
2671.6,infer,180.0
2671.6005,idle_listen,45.0
2671.7,infer,180.0
2671.7005,idle_listen,45.0
2671.8,infer,180.0
2671.8005,idle_listen,45.0
2671.9,infer,180.0
2671.9005,idle_listen,45.0
2672.0,infer,180.0
2672.0005,idle_listen,45.0
2672.1,infer,180.0
2672.1005,idle_listen,45.0
2672.2,infer,180.0
2672.2005,idle_listen,45.0
2672.3,infer,180.0
2672.3005,idle_listen,45.0
2672.4,infer,180.0
2672.4005,idle_listen,45.0
2672.5,infer,180.0
2672.5005,idle_listen,45.0
2672.6,infer,180.0
2672.6005,idle_listen,45.0
2672.7,infer,180.0
2672.7005,idle_listen,45.0
2672.8,infer,180.0
2672.8005,idle_listen,45.0
2672.9,infer,180.0
2672.9005,idle_listen,45.0
2673.0,infer,180.0
2673.0005,idle_listen,45.0
2673.1,infer,180.0
2673.1005,idle_listen,45.0
2673.2,infer,180.0
2673.2005,idle_listen,45.0
2673.3,infer,180.0
2673.3005,idle_listen,45.0
2673.4,infer,180.0
2673.4005,idle_listen,45.0
2673.5,infer,180.0
2673.5005,idle_listen,45.0
2673.6,infer,180.0
2673.6005,idle_listen,45.0
2673.7,infer,180.0
2673.7005,idle_listen,45.0
